Season,Var.1,Var.2,Var.3,Var.4,Var.5,Var.6,Var.7,Var.8,Var.9,Var.10,Var.11,Var.12,Var.13,Var.14,Var.15,Var.16,Var.17,Var.18,Offense.Four.Factors,Offense.Four.Factors.1,Offense.Four.Factors.2,Offense.Four.Factors.3,Var.23,Defense.Four.Factors,Defense.Four.Factors.1,Defense.Four.Factors.2,Defense.Four.Factors.3,Var.28,Var.29,Var.30,Var.31
1,14,Detroit Pistons*,25.8,44,38,38,44,-1.04,0.04,-1.00,100.3,101.3,-1.0,108.8,.252,,.518,NA,.483,16.6,30.7,.185,NA,.472,17.4,65.5,.256,NA,Cobo Arena,,
1,15,Seattle SuperSonics,25.0,40,42,37,45,-1.55,0.12,-1.43,96.7,98.2,-1.5,106.8,.312,,.491,NA,.450,16.8,33.8,.215,NA,.462,18.4,65.9,.254,NA,Seattle Center Coliseum,,
1,16,Indiana Pacers,25.6,36,46,36,46,-1.77,0.09,-1.68,99.3,101.0,-1.7,107.1,.293,,.495,NA,.449,15.4,33.7,.219,NA,.472,17.2,65.2,.223,NA,Market Square Arena,,
1,17,Boston Celtics*,28.7,44,38,36,46,-1.98,0.08,-1.90,96.5,98.3,-1.8,107.5,.281,,.491,NA,.445,16.1,31.1,.212,NA,.450,13.4,72.8,.204,NA,Boston Garden,"517,391",
1,18,New Orleans Jazz,26.1,35,47,33,49,-2.82,0.13,-2.68,97.0,99.7,-2.7,107.2,.287,,.501,NA,.453,16.6,31.0,.222,NA,.452,15.5,68.2,.238,NA,Louisiana Superdome,,269
1,19,Milwaukee Bucks,25.0,30,52,33,49,-3.12,0.13,-2.99,100.0,102.9,-2.9,108.3,.264,,.508,NA,.468,15.8,31.8,.198,NA,.479,15.8,66.6,.222,NA,MECCA Arena,,
1,20,Atlanta Hawks,24.5,31,51,30,52,-4.06,0.19,-3.87,97.8,101.6,-3.8,104.6,.342,,.508,NA,.457,17.7,32.9,.256,NA,.478,17.0,69.1,.267,NA,Omni Coliseum,,
1,21,Buffalo Braves,25.8,30,52,29,53,-4.44,0.16,-4.28,97.6,101.8,-4.2,107.3,.333,,.502,NA,.450,16.5,30.8,.252,NA,.478,15.5,67.4,.177,NA,Buffalo Memorial Auditorium,,
1,22,New York Nets,25.8,22,60,23,59,-6.78,0.24,-6.54,92.2,98.7,-6.5,103.7,.315,,.478,NA,.429,16.5,28.3,.232,NA,.464,17.5,68.9,.263,NA,Nassau Veterans Memorial Coliseum,,
1,,League Average,26.1,,,41,41,0.00,0.00,0.00,99.5,99.5,,106.5,.301,,.511,NA,.465,16.5,31.8,.226,NA,.465,16.5,68.2,.226,NA,,"509,413",12
2,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,NA,eFG%,TOV%,ORB%,FT/FGA,NA,eFG%,TOV%,DRB%,FT/FGA,NA,Arena,Attend.,Attend./G
2,1,Portland Trail Blazers*,25.3,58,24,57,25,6.15,-0.23,5.92,103.1,97.2,+5.9,104.2,.307,,.528,NA,.483,16.3,32.0,.233,NA,.449,16.3,69.4,.239,NA,Memorial Coliseum,,
2,2,Philadelphia 76ers*,26.2,55,27,54,28,5.15,-0.27,4.87,105.0,100.3,+4.7,108.4,.383,,.539,NA,.486,16.7,34.4,.288,NA,.461,16.2,66.4,.232,NA,The Spectrum,,
2,3,Phoenix Suns*,25.5,49,33,51,31,3.73,-0.24,3.50,100.3,97.0,+3.3,111.4,.297,,.520,NA,.476,16.6,29.8,.223,NA,.469,18.6,68.2,.229,NA,Arizona Veterans Memorial Coliseum,,
2,4,San Antonio Spurs*,26.9,52,30,49,33,3.35,-0.15,3.20,104.5,101.4,+3.1,109.0,.294,,.547,NA,.500,16.3,28.6,.237,NA,.472,15.7,65.9,.185,NA,HemisFair Arena,,
2,5,Los Angeles Lakers*,25.8,45,37,48,34,2.67,-0.08,2.59,103.3,100.8,+2.5,106.1,.273,,.526,NA,.487,15.3,30.4,.205,NA,.463,15.2,66.0,.194,NA,The Forum,"534,017",
2,6,Seattle SuperSonics*,26.0,47,35,45,37,1.55,-0.06,1.48,99.2,97.7,+1.5,104.8,.305,,.489,NA,.447,15.8,35.9,.217,NA,.459,16.5,69.9,.226,NA,Seattle Center Coliseum,,
2,7,Washington Bullets*,27.4,44,38,43,39,0.93,-0.10,0.82,101.3,100.5,+0.8,108.1,.342,,.506,NA,.461,15.3,33.5,.243,NA,.467,13.9,70.7,.178,NA,Capital Centre,,
2,8,Denver Nuggets*,25.2,48,34,43,39,0.83,-0.03,0.80,102.3,101.5,+0.8,108.5,.364,,.531,NA,.477,16.8,31.6,.278,NA,.472,15.5,68.3,.223,NA,McNichols Sports Arena,,
2,9,Cleveland Cavaliers*,27.8,43,39,42,40,0.48,-0.04,0.44,99.9,99.4,+0.5,103.5,.275,,.496,NA,.454,13.8,29.9,.204,NA,.456,14.7,68.8,.207,NA,Coliseum at Richfield,,477
2,10,Golden State Warriors,26.6,43,39,42,40,0.34,0.07,0.41,99.6,99.3,+0.3,106.0,.272,,.507,NA,.467,15.0,29.7,.203,NA,.465,17.1,68.9,.247,NA,Oakland-Alameda County Coliseum Arena,,
2,11,Atlanta Hawks*,25.0,41,41,41,41,-0.13,0.01,-0.13,99.7,99.8,-0.1,103.3,.319,,.514,NA,.460,16.1,30.8,.253,NA,.474,19.9,67.0,.329,NA,Omni Coliseum,,
2,12,New York Knicks*,27.0,43,39,40,42,-0.55,0.02,-0.53,101.7,102.2,-0.5,109.7,.284,,.528,NA,.488,16.7,31.0,.214,NA,.472,15.8,68.2,.262,NA,Madison Square Garden (IV),,
2,13,Milwaukee Bucks*,23.8,44,38,40,42,-0.59,-0.01,-0.59,101.8,102.4,-0.6,108.7,.282,,.520,NA,.482,15.9,32.1,.204,NA,.481,16.9,66.8,.237,NA,MECCA Arena,,
2,14,Chicago Bulls,26.5,40,42,39,43,-0.89,0.10,-0.79,102.0,102.9,-0.9,101.5,.351,,.524,NA,.473,17.0,34.5,.265,NA,.490,15.4,70.8,.202,NA,Chicago Stadium,,
2,15,Detroit Pistons,25.9,38,44,38,44,-1.24,0.03,-1.22,100.3,101.5,-1.2,107.7,.335,,.524,NA,.478,17.9,33.0,.247,NA,.479,16.6,67.6,.216,NA,Cobo Arena,,
2,16,Kansas City Kings,26.1,31,51,36,46,-1.89,0.13,-1.76,100.5,102.2,-1.7,108.2,.293,,.514,NA,.466,16.2,31.0,.230,NA,.474,16.3,68.1,.266,NA,Kemper Arena,,
2,17,New Orleans Jazz,26.7,39,43,36,46,-1.87,0.06,-1.80,98.9,100.6,-1.7,108.3,.302,,.505,NA,.462,16.2,32.3,.219,NA,.461,14.5,69.5,.209,NA,Louisiana Superdome,,
2,18,Boston Celtics,29.7,32,50,36,46,-1.95,0.09,-1.86,99.1,100.9,-1.8,105.9,.283,,.505,NA,.458,16.1,32.4,.220,NA,.456,13.9,71.4,.226,NA,Boston Garden,"437,937",
2,19,Indiana Pacers,24.7,31,51,35,47,-2.50,0.13,-2.37,99.6,101.9,-2.3,108.2,.329,,.500,NA,.450,15.6,33.2,.245,NA,.474,16.8,66.0,.240,NA,Market Square Arena,,
2,20,Buffalo Braves,27.1,27,55,31,51,-3.74,0.19,-3.55,100.3,103.8,-3.5,104.3,.316,,.518,NA,.466,15.9,29.5,.247,NA,.476,14.7,68.3,.223,NA,Buffalo Memorial Auditorium,,
2,21,Houston Rockets,25.4,28,54,30,52,-4.00,0.17,-3.83,102.2,106.1,-3.9,101.3,.247,,.499,NA,.458,13.9,34.0,.191,NA,.482,14.4,67.0,.229,NA,The Summit,,
2,22,New Jersey Nets,25.5,24,58,26,56,-5.82,0.21,-5.61,95.0,100.2,-5.2,110.9,.288,,.485,NA,.443,16.4,30.4,.206,NA,.465,17.4,66.4,.280,NA,Rutgers Athletic Center,,64
2,,League Average,26.2,,,41,41,0.00,0.00,0.00,100.9,100.9,,106.7,.306,,.515,NA,.469,16.0,31.8,.230,NA,.469,16.0,68.2,.230,NA,,"485,977",25
3,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,NA,eFG%,TOV%,ORB%,FT/FGA,NA,eFG%,TOV%,DRB%,FT/FGA,NA,Arena,Attend.,Attend./G
3,1,Washington Bullets*,28.2,54,28,53,29,4.99,-0.24,4.75,107.4,102.7,+4.7,106.5,.308,,.527,NA,.485,13.7,34.0,.227,NA,.475,13.1,70.1,.176,NA,Capital Centre,,
3,2,San Antonio Spurs*,27.3,48,34,53,29,5.18,-0.21,4.97,107.1,102.4,+4.7,110.6,.312,,.554,NA,.506,15.8,30.2,.248,NA,.477,15.9,66.9,.221,NA,HemisFair Arena,,
3,3,Phoenix Suns*,25.5,50,32,50,32,3.70,-0.15,3.55,105.7,102.4,+3.3,108.5,.306,,.555,NA,.512,17.1,30.9,.235,NA,.495,17.7,65.8,.211,NA,Arizona Veterans Memorial Coliseum,,
3,4,Los Angeles Lakers*,27.2,47,35,49,33,3.06,-0.12,2.95,106.1,103.2,+2.9,105.9,.282,,.557,NA,.517,15.9,27.6,.217,NA,.484,15.1,66.5,.180,NA,The Forum,"482,611",
3,5,Seattle SuperSonics*,26.8,52,30,48,34,2.72,-0.03,2.69,102.7,100.1,+2.6,103.4,.307,,.514,NA,.468,15.7,34.8,.231,NA,.463,15.0,69.1,.209,NA,,,
3,6,Kansas City Kings*,25.7,48,34,48,34,2.88,-0.15,2.73,104.5,101.9,+2.6,107.3,.313,,.533,NA,.492,15.8,31.9,.228,NA,.486,18.4,67.5,.307,NA,Kemper Arena,,
3,7,Milwaukee Bucks,24.8,38,44,47,35,2.22,-0.10,2.12,106.0,104.0,+2.0,106.5,.260,,.540,NA,.503,15.4,32.2,.198,NA,.490,16.9,65.9,.242,NA,MECCA Arena,,
3,8,Atlanta Hawks*,24.6,46,36,47,35,2.09,-0.16,1.92,105.6,103.6,+2.0,102.5,.342,,.525,NA,.473,15.2,36.1,.262,NA,.489,18.2,66.6,.297,NA,Omni Coliseum,,
3,9,Philadelphia 76ers*,26.4,47,35,46,36,1.85,-0.11,1.74,102.0,100.3,+1.7,106.7,.329,,.535,NA,.488,17.4,31.4,.247,NA,.464,15.8,68.4,.229,NA,The Spectrum,,
3,10,Denver Nuggets*,26.2,47,35,44,38,1.28,-0.04,1.24,104.4,103.2,+1.2,105.9,.389,,.530,NA,.481,16.3,35.0,.280,NA,.477,15.1,68.1,.225,NA,McNichols Sports Arena,,
3,11,Portland Trail Blazers*,25.6,45,37,44,38,1.26,-0.14,1.12,104.3,103.1,+1.2,103.4,.322,,.530,NA,.483,16.5,34.8,.246,NA,.488,16.8,69.3,.268,NA,Memorial Coliseum,,309
3,12,Houston Rockets*,27.6,47,35,43,39,0.98,-0.06,0.92,108.7,107.7,+1.0,103.8,.311,,.545,NA,.497,15.1,35.2,.246,NA,.498,14.0,67.9,.213,NA,The Summit,,
3,13,Golden State Warriors,25.2,38,44,42,40,0.38,0.08,0.46,102.4,102.0,+0.4,102.2,.251,,.521,NA,.487,15.3,31.6,.183,NA,.481,16.2,68.7,.221,NA,Oakland-Alameda County Coliseum Arena,,
3,14,Indiana Pacers,25.0,38,44,37,45,-1.60,0.19,-1.41,103.0,104.5,-1.5,105.3,.308,,.521,NA,.475,15.2,32.0,.234,NA,.478,15.9,66.1,.249,NA,Market Square Arena,,
3,15,San Diego Clippers,27.3,43,39,37,45,-1.78,0.02,-1.76,106.2,107.9,-1.7,106.3,.321,,.528,NA,.483,15.6,37.5,.238,NA,.491,14.7,65.1,.226,NA,San Diego Sports Arena,,
3,16,Detroit Pistons,25.4,30,52,34,48,-2.67,0.07,-2.60,102.1,104.6,-2.5,107.2,.287,,.513,NA,.475,15.4,33.1,.206,NA,.493,16.8,64.7,.227,NA,Pontiac Silverdome,,
3,17,New York Knicks,25.7,31,51,32,50,-3.38,0.09,-3.29,102.2,105.4,-3.2,104.9,.279,,.520,NA,.487,15.9,32.5,.196,NA,.483,15.4,66.5,.256,NA,Madison Square Garden (IV),,
3,18,Cleveland Cavaliers,27.3,30,52,31,51,-3.72,0.15,-3.57,103.7,107.3,-3.6,102.7,.277,,.512,NA,.468,13.9,32.2,.213,NA,.503,15.9,66.8,.257,NA,Coliseum at Richfield,,
3,19,New Jersey Nets*,25.7,37,45,30,52,-4.17,0.17,-4.00,98.0,101.8,-3.8,109.5,.347,,.509,NA,.460,17.7,31.8,.253,NA,.480,18.3,65.8,.296,NA,Rutgers Athletic Center,,
3,20,Chicago Bulls,26.2,31,51,31,51,-3.96,0.18,-3.78,101.3,105.1,-3.8,102.9,.307,,.532,NA,.489,18.3,34.0,.230,NA,.497,15.0,69.9,.209,NA,Chicago Stadium,,
3,21,Boston Celtics,27.5,29,53,28,54,-5.05,0.27,-4.78,101.6,106.4,-4.8,106.5,.316,,.530,NA,.480,17.0,31.3,.248,NA,.508,15.9,68.1,.208,NA,Boston Garden,"417,926",
3,22,New Orleans Jazz,26.7,26,56,26,56,-6.24,0.28,-5.97,99.6,105.4,-5.8,108.6,.321,,.518,NA,.468,17.1,31.7,.246,NA,.481,15.1,64.3,.207,NA,Louisiana Superdome,,
3,,League Average,26.2,,,41,41,0.00,0.00,0.00,103.8,103.8,,105.8,.309,,.530,NA,.485,16.0,32.8,.232,NA,.485,16.0,67.2,.232,NA,,"450,269",15
4,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,NA,eFG%,TOV%,ORB%,FT/FGA,NA,eFG%,TOV%,DRB%,FT/FGA,NA,Arena,Attend.,Attend./G
4,1,Boston Celtics*,27.3,61,21,60,22,7.79,-0.42,7.37,109.4,101.9,+7.5,102.6,.332,.057,.550,NA,.501,15.4,34.8,.258,NA,.475,16.5,67.8,.234,NA,Boston Garden,"596,349","4,888"
4,2,Los Angeles Lakers*,26.2,60,22,55,27,5.90,-0.51,5.40,109.5,103.9,+5.6,104.1,.284,.014,.569,NA,.530,16.5,32.6,.220,NA,.475,14.0,66.9,.181,NA,The Forum,"582,882",427
4,3,Seattle SuperSonics*,27.0,56,26,53,29,4.66,-0.42,4.24,105.8,101.2,+4.6,101.8,.298,.025,.520,NA,.474,14.9,36.4,.229,NA,.463,15.4,67.9,.221,NA,,,
4,4,Philadelphia 76ers*,27.0,59,23,52,30,4.22,-0.18,4.04,105.0,101.0,+4.0,103.0,.340,.017,.544,NA,.494,17.2,33.5,.262,NA,.460,15.5,66.7,.217,NA,The Spectrum,,
4,5,Milwaukee Bucks*,25.3,49,33,51,31,3.94,-0.37,3.57,106.8,102.9,+3.9,102.4,.278,.021,.532,NA,.491,15.0,35.2,.212,NA,.467,16.2,63.8,.229,NA,MECCA Arena,,547
4,6,Phoenix Suns*,26.5,55,27,50,32,3.60,-0.35,3.25,105.6,102.2,+3.4,104.8,.341,.039,.548,NA,.498,16.4,30.4,.263,NA,.483,16.5,66.9,.213,NA,Arizona Veterans Memorial Coliseum,,"1,373"
4,7,Kansas City Kings*,25.5,47,35,49,33,3.13,-0.32,2.82,104.0,101.0,+3.0,103.2,.300,.015,.522,NA,.480,14.5,31.0,.223,NA,.479,17.9,68.1,.273,NA,Kemper Arena,,
4,8,Atlanta Hawks*,26.1,50,32,49,33,2.91,-0.09,2.83,105.2,102.3,+2.9,98.9,.376,.011,.523,NA,.465,15.4,36.9,.290,NA,.461,17.1,65.6,.291,NA,Omni Coliseum,,128
4,9,Cleveland Cavaliers,27.4,37,45,42,40,0.34,0.09,0.43,106.7,106.4,+0.3,105.6,.274,.023,.519,NA,.476,13.2,33.1,.212,NA,.505,16.3,65.9,.216,NA,Coliseum at Richfield,,377
4,10,Houston Rockets*,27.3,41,41,41,41,0.17,0.10,0.27,108.1,108.0,+0.1,101.2,.310,.051,.533,NA,.487,15.5,37.6,.238,NA,.499,16.1,63.2,.230,NA,The Summit,,666
4,11,San Antonio Spurs*,26.9,41,41,40,42,-0.38,0.13,-0.24,108.6,109.0,-0.4,109.5,.327,.027,.553,NA,.502,15.2,31.8,.262,NA,.506,14.4,66.8,.216,NA,HemisFair Arena,,386
4,12,Indiana Pacers,25.3,37,45,39,43,-0.70,0.16,-0.54,105.5,106.2,-0.7,104.4,.303,.041,.523,NA,.479,14.8,35.4,.228,NA,.493,17.0,62.5,.230,NA,Market Square Arena,,
4,13,Portland Trail Blazers*,26.3,38,44,39,43,-0.82,-0.05,-0.87,103.4,104.3,-0.9,98.6,.293,.018,.519,NA,.477,16.1,35.5,.218,NA,.482,15.3,67.9,.245,NA,Memorial Coliseum,,
4,14,New Jersey Nets,26.1,34,48,38,44,-1.17,0.19,-0.98,101.5,102.5,-1.0,106.1,.321,.040,.518,NA,.466,16.6,32.1,.251,NA,.472,16.5,66.4,.263,NA,Rutgers Athletic Center,,359
4,15,New York Knicks,24.1,39,43,38,44,-1.15,0.19,-0.96,106.5,107.5,-1.0,106.5,.296,.025,.539,NA,.498,15.7,33.7,.221,NA,.498,16.4,64.0,.263,NA,Madison Square Garden (IV),,478
4,16,Washington Bullets*,29.0,39,43,34,48,-2.55,0.28,-2.27,103.2,105.7,-2.5,102.6,.263,.031,.504,NA,.463,13.7,33.3,.199,NA,.469,12.3,69.5,.218,NA,Capital Centre,,464
4,17,Chicago Bulls,25.9,30,52,34,48,-2.71,0.08,-2.63,104.3,107.0,-2.7,101.8,.373,.040,.545,NA,.489,17.2,32.2,.291,NA,.500,15.7,68.0,.251,NA,Chicago Stadium,,451
4,18,San Diego Clippers,27.6,35,47,30,52,-4.15,0.18,-3.97,105.7,109.8,-4.1,101.4,.289,.072,.522,NA,.482,14.6,34.2,.213,NA,.503,14.2,65.4,.215,NA,San Diego Sports Arena,,824
4,19,Denver Nuggets,27.1,30,52,30,52,-4.41,0.20,-4.22,103.4,107.6,-4.2,103.9,.340,.034,.517,NA,.469,15.1,33.6,.250,NA,.497,14.4,67.8,.224,NA,McNichols Sports Arena,,422
4,20,Golden State Warriors,26.3,24,58,29,53,-4.39,0.20,-4.20,102.0,106.3,-4.3,100.5,.262,.017,.520,NA,.484,15.5,31.1,.193,NA,.498,15.5,69.8,.273,NA,Oakland-Alameda County Coliseum Arena,,477
4,21,Utah Jazz,26.1,24,58,25,57,-6.01,0.31,-5.71,104.2,110.4,-6.2,97.6,.285,.027,.547,NA,.500,16.7,29.7,.230,NA,.500,13.5,67.1,.237,NA,Salt Palace,,489
4,22,Detroit Pistons,24.7,16,66,22,60,-8.24,0.67,-7.57,101.2,108.8,-7.6,107.1,.283,.029,.523,NA,.483,16.9,32.3,.209,NA,.499,15.2,64.7,.239,NA,Pontiac Silverdome,,272
4,,League Average,26.5,,,41,41,0.00,0.00,0.00,105.3,105.3,,103.1,.307,.031,.531,NA,.486,15.5,33.5,.235,NA,.486,15.5,66.5,.235,NA,,"589,616",635
5,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,NA,eFG%,TOV%,ORB%,FT/FGA,NA,eFG%,TOV%,DRB%,FT/FGA,NA,Arena,Attend.,Attend./G
5,1,Philadelphia 76ers*,27.2,62,20,60,22,7.85,-0.09,7.76,107.0,99.5,+7.5,103.4,.343,.012,.562,NA,.515,17.3,32.3,.264,NA,.454,16.3,67.1,.252,NA,The Spectrum,"469,355","11,448"
5,2,Milwaukee Bucks*,26.6,60,22,59,23,7.27,-0.13,7.14,108.7,101.8,+6.9,103.6,.313,.018,.546,NA,.500,15.7,36.3,.241,NA,.461,16.6,65.6,.280,NA,MECCA Arena,"448,366","10,936"
5,3,Boston Celtics*,27.0,62,20,56,26,5.88,0.17,6.05,108.4,102.6,+5.8,100.8,.334,.034,.553,NA,.509,16.2,34.7,.251,NA,.464,15.1,67.0,.240,NA,Boston Garden,"595,454","14,914"
5,4,Phoenix Suns*,25.7,57,25,55,27,5.51,-0.68,4.83,104.6,99.4,+5.2,104.7,.332,.022,.537,NA,.492,17.1,35.1,.247,NA,.471,17.5,68.2,.244,NA,Arizona Veterans Memorial Coliseum,"482,693","11,773"
5,5,Los Angeles Lakers*,27.0,54,28,51,31,3.84,-0.57,3.27,107.6,103.9,+3.7,102.7,.286,.013,.548,NA,.513,15.8,33.9,.209,NA,.468,14.6,64.4,.208,NA,The Forum,"538,865","13,143"
5,6,San Antonio Spurs*,26.7,52,30,48,34,2.88,-0.70,2.18,108.5,105.7,+2.8,102.9,.367,.012,.545,NA,.492,15.4,37.5,.282,NA,.475,14.1,68.0,.233,NA,HemisFair Arena,"440,553","10,757"
5,7,Chicago Bulls*,26.5,45,37,46,36,1.98,0.37,2.34,107.8,105.8,+2.0,100.6,.371,.026,.556,NA,.504,17.2,36.9,.288,NA,.493,15.5,68.4,.232,NA,Chicago Stadium,"391,118","9,539"
5,8,New York Knicks*,25.1,50,32,45,37,1.62,0.38,2.00,106.0,104.4,+1.6,101.0,.329,.033,.533,NA,.487,15.0,31.6,.246,NA,.504,17.2,65.8,.220,NA,Madison Square Garden (IV),"544,641","13,284"
5,9,Indiana Pacers*,26.0,44,38,45,37,1.40,0.32,1.72,106.4,105.0,+1.4,100.9,.351,.023,.528,NA,.484,15.1,35.5,.251,NA,.492,17.0,64.5,.248,NA,Market Square Arena,"415,339","10,130"
5,10,Portland Trail Blazers*,25.7,45,37,43,39,0.89,-0.37,0.52,106.5,105.7,+0.8,103.0,.291,.020,.534,NA,.498,15.2,33.9,.209,NA,.490,15.8,65.7,.246,NA,Memorial Coliseum,"519,306","12,666"
5,11,Houston Rockets*,26.8,40,42,42,40,0.33,-0.53,-0.20,107.0,106.7,+0.3,100.5,.303,.016,.534,NA,.489,14.9,33.9,.233,NA,.496,14.7,66.6,.214,NA,The Summit,"385,354","9,399"
5,12,Washington Bullets,28.6,39,43,41,41,0.01,0.41,0.42,102.7,102.7,0.0,102.4,.276,.032,.514,NA,.476,14.4,30.5,.199,NA,.472,14.3,67.8,.212,NA,Capital Centre,"377,238","9,201"
5,13,Kansas City Kings*,26.2,40,42,41,41,0.01,-0.51,-0.49,104.7,104.7,0.0,101.3,.308,.023,.540,NA,.503,15.1,29.2,.220,NA,.483,15.6,68.3,.265,NA,Kemper Arena,"336,385","8,205"
5,14,Denver Nuggets,26.8,37,45,40,42,-0.48,-0.47,-0.95,109.4,109.8,-0.4,109.8,.383,.018,.537,NA,.477,13.4,33.1,.300,NA,.509,14.6,65.4,.232,NA,McNichols Sports Arena,"423,287","10,324"
5,15,Golden State Warriors,24.4,39,43,38,44,-1.18,-0.23,-1.41,108.5,109.7,-1.2,101.0,.345,.029,.537,NA,.493,15.6,38.8,.251,NA,.507,14.4,67.5,.250,NA,Oakland-Alameda County Coliseum Arena,"412,969","10,072"
5,16,San Diego Clippers,27.6,36,46,37,45,-1.59,-0.20,-1.78,106.0,107.6,-1.6,100.2,.308,.056,.528,NA,.486,14.5,33.0,.227,NA,.507,16.2,66.3,.262,NA,San Diego Sports Arena,"257,597","6,283"
5,17,Seattle SuperSonics,26.8,34,48,37,45,-1.65,-0.20,-1.84,103.2,104.8,-1.6,100.3,.333,.016,.521,NA,.470,15.7,33.1,.254,NA,.468,13.8,66.1,.232,NA,,"675,097",
5,18,Atlanta Hawks,26.8,31,51,33,49,-3.10,0.73,-2.37,104.3,107.3,-3.0,99.4,.377,.012,.537,NA,.480,16.7,34.1,.293,NA,.498,17.3,64.8,.295,NA,Omni Coliseum,"362,699","8,846"
5,19,Cleveland Cavaliers,25.7,28,54,29,53,-4.85,0.70,-4.15,104.3,109.1,-4.8,100.8,.251,.033,.513,NA,.472,14.2,33.5,.195,NA,.507,15.2,66.0,.251,NA,Coliseum at Richfield,"224,499","5,476"
5,20,New Jersey Nets,25.2,24,58,26,56,-6.02,0.87,-5.15,101.0,106.7,-5.7,105.2,.324,.019,.525,NA,.478,16.6,30.4,.243,NA,.506,16.4,69.2,.281,NA,Rutgers Athletic Center,"301,900","7,363"
